"大林組のオランウータンが出てくるcm
森との共生はどうやったらと展示されてるオランウータンに訊く
",irony_situation,irony_situation,0
純が恋愛脳なのは結局血には抗えない,irony_situation,irony_situation,0
"ラストは勝利。
味方で過去にブロックしたのがいて明らかに俺に不満あるんだろうなぁと編成時の行動から思ったけど、どうせファンメ飛ばされても分からないし気にせずやってみた。一番上手く自分と連携取れたのがそいつだった",irony_situation,irony_situation,0
"もう3年前に商品なので完売してしまいましたが
ご希望があれば『Third Eye』Tシャツ作ろうかな

頭が危篤な人しか着ないTシャツ
陰謀論の『ナントカの目』にみえるよねw

ジャケの意味はその反対で…アホは陰謀論信じる",irony_situation,irony_situation,0
eさん自覚しつつ自虐ネタ出したけど、実際メンバーにヒットするのは本人無自覚ネタ,irony_situation,irony_situation,0
"日本の少女まりえは…正直ささらなかった………………
あまりにもふかソのレベルが高すぎてな、あんなシングルおらんよ
むしろあそこまできれいにお膳立てしないと日本の人々にはこれについて理解ができないよな、",irony_situation,irony-situation,1
仲がいいようで悪い銀刹と晴雪、ライバル視していた分銀刹が長に選ばれたことへの嫉妬をずっと引きずりつつ、かの事件を境に数年後息子である三白が長に選ばれた,irony_situation,irony_situation,0
でもこれに当てはまる人って自分の文句が正しいと思ってるから聞こえない,irony_situation,irony_situation,0
機関説十字軍,irony_situation,irony_situation,0
"秋篠宮アゲと秋篠宮サゲ情報が交互に並んでて脳がバグる

私は男系天皇は揺るぎないと確信しているのでそもそも市井で論じる事自体論外なんだけれども

今上天皇御一家と、その内親王があまりにも見事なばかりに無用な衝突を招いてしまう",irony_situation,irony_situation,0
"【50年ローン】

投資ローンならまだしも住宅ローン50年っていうのは、そもそも所得が低い南の島で普及したものだって思ってたけど、全国的に所得が低くなってしまったから全国に普及してしまった",irony_situation,irony_situation,0
"以前から聞いてはいたが、改めて
ハローワーク職員自身、１年契約 で３年上限で一度失職ってどういうことですか。
そういう綱渡り状態だと求職者の気持ちがわかるだろう",irony_situation,irony_situation,0
賞の名前はすごそうだけど、アホが世の中にアホDNAを残さずすんで、人類のよりよい進化に貢献してくれてありがとう,irony_situation,irony_situation,0
"白饅頭日誌：6月13日「両極端な世界」｜白饅頭｜note
自由で開かれたインターネットがディストピアの一因になろうか",irony_situation,irony_situation,0
"下書きに入ってたの放出します。

JJの配役ってどれも何かしら含みがあるけど、ミゲル(フミ)及び神父(介)は器用に立ち回りすぎる２人に対して「君らはこのくらい不器用に生きられたらラクなのにね」",irony_situation,irony_situation,0
˙,irony_situation,irony_situation,0
底辺を知らないとか言うけれども、だから底辺にいるんじゃないんでしょうか、,irony_situation,irony_situation,0
"温泉むすめは日本の女性アイドルの在り方に対するだったのか。
(",irony_situation,irony-situation,1
"#天地黎明 #映画 
英語会話は出来るが、
中国語会話はドモる出っ歯のソーと、
そのことを馬鹿にするのに、
中国語の文字も読めない",irony_situation,irony_situation,0
まあFAの可能性もあるのに騒いでるバカいるなー,irony_situation,irony-situation,1
5頭立て3連単全部買って、シャフリヤールが消し飛ぶのが1番おいしい,irony_situation,irony_situation,0
「1000年に一度の地震と津波も想定して備えろ！」とか言ってたら戦争とか気象災害のほうが先に来てしまった,irony_situation,irony_situation,0
そしてこの考察(と言うなの妄想)は当主であるサラが分解装置を作れなかった,irony_situation,irony_situation,0
"アンデラ、ニコの妻のイチコが「不眠」の否定者でイチコはクマが凄かった。

そしてイチコが死んで「不忘」が発現してから記憶に押し潰されてイチコ同様にクマができた",irony_situation,irony_situation,0
"国庫傾けて理想の城を作りまくったため、王様なのに禁治産宣告受けて(合法クーデターだわな)、夜中に雪原を馬車で爆走する奇行に走り、最期は湖で謎の死

だが時代が巡り、国庫を傾けた城たちが今ではドイツ最大の観光資源の一つとなっている",irony_situation,irony_situation,0
ネットの悪いとこで耐性得れた,irony_situation,irony_situation,0
ソーラーが増えた事が火力発電所の採算を悪くする,irony_situation,irony_situation,0
【男】婚礼を挙げたばかりの嫁さん（審神者同士で本丸は別）を襲撃で亡くし腹の仔も食い散らかされた男なので怨嗟に身を窶して文字通り自分の体も魂もすり減らし同田貫を常時顕現で敵を殺して回る化け物のような男なんだけど、同田貫を振るっている間は辛うじて審神者で、人間であれる,irony_situation,irony_situation,0
熱が冷めた頃に届く,irony_situation,irony_situation,0
"暴露系ユーチューバーって自体で頭打ちしそうであれだね。
ってか、正義振りかざして暴露してるけど全てにおいて自分が一枚嚙んでいるいる",irony_situation,irony_situation,0
"海堀とか言うのは男みたいだし
伊藤未満は嫌いだし
丸山桂里奈のウンコがVTR出るとか聞いてねえし
挿入歌はゴミかムとWANIMAだし
唯一笑えんのホラ吹く原愛",irony_situation,irony_situation,0
"よくよく見たら配布ランドセルか。ジェンダー以前にコスト削減でいいのでは？
んでマイノリティに対応して結果的に多様性を狭める",irony_situation,irony_situation,0
私の妻はカエルが大嫌いなんですが、嫌いすぎるあまりカエルがいないか常に周囲をキョロキョロ気にするので、誰よりも早くカエルを発見してしまう,irony_situation,irony_situation,0
そもそも、管理者が最も引っかかっている,irony_situation,irony_situation,0
"仕事から帰宅。
土曜に少し仕事があったからか、さほど週明けの気だるさを感じなかった",irony_situation,irony_situation,0
「ニンゲン並に進化するということは、ニンゲンの悪意・策謀・無知・頑迷も模倣することなる」,irony_situation,irony_situation,0
紅海行きたいとこの一つなんよね。ガチ襲撃リスクがあってタンカーがあんまり航行出来ないから海洋汚染が無い,irony_situation,irony_situation,0
マキシミリアン・テルミドール,irony_situation,irony_situation,0
非常に頼もしくみえる極左は、極右と瓜二つ,irony_situation,irony_situation,0
都市圏で販売好調,irony_situation,irony_situation,0
ちなみに戦前の教育は入学年齢の規定もゆるく、到達度に応じて進級させたので馬鹿は落第、優秀なのは飛び級で上がる制度だ。意外とこれが現代で求められている,irony_situation,irony_situation,0
"ちなみに、主演で後にモハメド・アリにも勝った世界王者、ケン・ノートンは『ロッキー』のアポロ役にという話もあった

『マンディンゴ』は異人種の友情が成立しないという救われない内容の映画なのに、アポロとロッキーは議論の余地なきホモ

何",irony_situation,irony_situation,0
この反やいずーツイートがやいずー応援垢にいいねされる,irony_situation,irony-situation,1
結果「スタバでMacなう」できる人種は変わらない,irony_situation,irony_situation,0
還元されて無いですね。ちゃんと労使交渉するイギリスみたいな社会で経済学は発達したので、賃金交渉せずに黙って懸命に働く人が昇給するどころか賃金と労働市場の均衡点を下げて国が貧乏になる,irony_situation,irony_situation,0
結局いがみ合っている両陣営とも常軌を逸している,irony_situation,irony_situation,0
一人暮らしはじめて検査の数値が良くなった,irony_situation,irony_situation,0
まだW杯始まらんとわからんけどエンリケさんに復調させてもらう,irony_situation,irony_situation,0
持株　高島屋+10％　優待枠100株だけ,irony_situation,irony_situation,0
僕の結婚制度への疑念は中学の頃からだから筋金入りだけど、要は「結婚を絶対視（幸せになれる）して結婚する人」がバカに見えて仕方がないってのが根底で、結婚の果実は努力と忍耐の末にしか生まれない。しかも双方に自立した上での互助が前提。で、実はそんな人たちは結婚の必要性はない,irony_situation,irony_situation,0
